One,Two,Three,Four,Five,Six,Seven,Final
7.959962748,8.629038622,6.172143236,7.194776901,7.429663277,7.92672948,8.106694835,6.781582557
7.584272487,5.995560893,8.446659613,7.687710028,6.934842867,6.485478356,9.523186408,7.200884017
8.923306867,5.42656236,6.847982501,8.741885904,8.58343771,5.02624765,9.5425735,8.54497368
8.787087417,6.895855987,6.582158816,8.820859839,8.071733599,6.62959004,7.134445566,6.464137535
7.874054329,6.120192202,5.959167528,6.202350097,5.798116825,6.973582951,8.927617697,7.157992008
6.316176697,7.975193665,7.496779258,8.293726433,8.684295326,7.955303482,6.558009586,6.482216207
8.463891585,8.493496723,8.519764047,6.518213757,6.691521618,5.560284946,6.724607744,7.911893768
5.680535956,6.115197037,7.755897088,5.240639947,7.161827419,8.234040846,8.396967767,7.050985727
8.621777986,7.25450425,6.635133446,7.625943044,7.711505443,5.509129853,6.584854353,8.179500178
8.086065939,5.56906207,8.474318889,5.570425809,8.960871669,6.468211165,7.157481289,6.309878007
5.123100193,8.647711322,6.777261966,7.673450114,5.086541077,8.82991942,8.566139832,5.219585559
8.501408741,7.764948728,5.096818137,6.213492903,6.358775983,8.757232194,7.471965995,7.377105526
5.277316693,8.675563564,8.026801816,6.505231187,7.86850092,5.375020161,6.970905626,5.235782482
5.439305927,8.507198333,6.271193999,6.148643534,7.759678432,7.201816938,8.853317535,8.960675522
8.41064369,7.463146649,5.387101577,5.673368324,6.569113044,6.278115408,6.21991003,7.839092919
7.787862338,8.351031045,7.264113006,8.836340818,8.12812879,5.530390296,7.485011563,8.320836671
7.130860127,6.301536468,5.958476636,8.962750726,6.912887776,5.107460194,9.627877326,8.507961378
5.835745574,6.981895107,5.602697006,5.022978174,6.829373239,5.89911838,8.561222244,6.313656773
8.183787317,8.962822343,8.380649229,6.422626513,7.375195222,7.219633864,8.407933864,5.20202983
7.883856797,8.83014135,6.491131463,5.23831705,5.367103363,7.321470099,9.534190078,8.567974561
6.93533095,8.909470555,5.998197233,7.523531556,5.42068101,6.722017446,9.155998245,5.098863483
7.718859268,6.03711485,7.161561482,8.521681902,8.054634568,7.007479392,6.896186079,5.468944745
6.216085061,5.049316703,7.063051836,5.545994764,6.721174113,7.272763811,8.14453077,5.209484605
6.410990389,6.114060992,5.099286011,5.467355931,7.409883169,8.685351183,6.576586785,7.230364922
8.463663033,8.419276718,8.550818735,8.883553848,6.390402719,7.732226475,8.772338131,8.797909263
5.072950602,8.497448191,7.732657036,5.459230385,8.969924379,8.767814316,8.342711076,6.15933977
8.115455589,5.613206806,5.266611178,5.773970707,6.343067945,6.987210535,8.319862624,5.812938804
7.589152743,5.696315214,5.969724373,7.405754023,5.392404603,7.029330761,8.102104303,6.885557768
8.115532552,5.580883215,6.322888901,6.427973768,5.081904993,5.84362773,7.823696142,7.336798793
6.261421248,5.835324595,6.942006568,6.405000892,8.467341896,6.724702143,8.087129434,6.859935146
7.048761725,5.143587707,6.724874337,5.321658138,5.943291604,8.484269492,7.079142991,8.403508144
7.502066546,7.116238972,7.762389467,5.942527373,7.113021504,8.092546951,7.502527975,6.062787889
5.521542144,7.198265547,5.076340052,8.116343148,5.658166798,8.971674936,7.8769151,6.228164431
6.519089661,5.713177928,7.296535525,5.515967146,5.601636327,5.033119114,8.003258517,7.970468086
5.353790593,5.665664667,8.398806424,8.268299808,5.922104661,5.391087076,8.16408007,8.157102409
7.355987588,6.935172066,8.899209174,5.429819021,6.014420223,6.214813812,8.413656835,6.310270017
8.78193194,8.298768824,7.998495009,5.800001234,5.684862376,7.295193781,6.961409511,8.702697085
8.978017489,8.759668532,7.497855418,8.985374817,5.58831563,8.845110718,7.013507334,7.48960652
6.694703938,8.942220032,8.046053969,7.836487295,8.920839831,6.611356621,8.259430098,7.367341531
7.42234573,5.260165854,7.159161584,8.186565842,8.154706383,5.833267545,8.509589737,5.135103241
6.192943606,8.692330043,7.871820416,8.832168409,6.068245566,5.009769451,9.476450356,6.908598533
8.174630338,7.839551242,8.355638609,6.751976048,8.777144905,5.704030592,7.101242225,7.81730785
6.067211078,5.726221702,5.038145595,6.292421448,5.496618454,5.834650577,8.239575884,7.889974828
8.364298813,5.700674477,6.238829804,8.053078191,6.866933827,7.144828407,9.020835368,8.8274803
7.080774618,5.886300973,7.926475705,6.503835378,5.953993966,5.454451814,9.284409353,8.756940284
7.398910437,6.306592799,7.371081452,5.134389278,8.217022468,7.498741673,7.752298502,7.759762065
6.831912963,5.63535721,6.640068257,6.432229702,5.772924256,6.654233388,7.592483767,5.079512368
7.676256588,7.705226058,5.082652402,8.89230411,8.293475449,5.489259735,7.689883519,8.358760444
6.215607812,7.233554841,6.628248316,8.670954407,6.191128138,8.489048213,6.16646822,5.68748906
7.153829276,8.727428667,5.038995592,5.522888305,7.256957762,7.70260713,7.513964639,7.744357341
5.281331104,5.386204446,7.105182851,8.498067383,6.362046031,6.405406156,9.325989109,7.558583013
7.266876304,7.252474504,5.050738336,7.028983001,5.580460378,7.303274383,8.184590415,7.360422572
5.884555766,6.071860735,8.4498152,8.044257457,8.78810636,7.775226267,8.386060591,6.325116226
5.384437337,8.603791238,7.987584561,5.352822707,6.190287392,7.757128505,8.709319314,6.988724449
7.078779153,5.83506682,7.826405358,5.314773794,8.776271285,5.499550315,8.53942976,8.453505089
5.154186873,7.086952092,5.421497243,5.086458956,6.254150866,7.955140393,6.713593844,8.789412651
6.263619281,6.50922414,6.716242393,5.689376668,5.466837459,5.277235545,7.794056899,5.562931005
8.848923167,8.166764973,7.943181588,5.443766147,6.475056791,7.347004969,7.31646449,5.091399034
6.056552431,5.834351391,5.981004503,8.316499277,5.030153097,5.330431639,7.256897261,7.85637801
7.227852917,8.117968537,5.30020085,5.291283412,6.090299552,5.647245597,9.802437702,5.293161696
7.805268886,7.624526113,7.154129509,5.266846851,6.319246977,7.150093875,7.231772804,6.27219982
7.793491659,5.84850408,7.257395784,5.692810983,8.587648369,8.786409282,7.095073167,6.129805055
5.382293222,7.322453414,6.894994018,6.225210504,6.460428039,8.011156181,7.537941076,5.633994571
6.439667099,7.100978896,6.757372184,5.18971204,5.769078517,6.883947885,6.47304351,7.739892875
5.882732122,5.609727932,6.726749973,5.566132909,7.410108681,6.305914602,8.524483363,8.458253129
8.879696219,7.632414213,5.290390022,5.306229403,7.979767762,8.735289966,6.043504174,6.773328695
7.115898826,7.713084364,5.952935848,5.666303276,7.212508446,7.598811734,6.734649893,7.877420436
7.772945189,7.708080404,7.847993661,8.818129268,5.378177985,7.531768507,9.598510102,6.859189859
6.964660088,7.599783019,7.159506247,7.29056295,6.355223076,5.752839647,6.765252059,5.092803482
5.881286389,6.467079614,8.66065131,5.602506277,6.342089049,5.909337113,8.611933576,6.109153554
6.038875942,7.282912027,7.502137811,5.597253839,8.479136895,6.107746406,7.35488147,8.162182022
6.322166959,6.216672216,5.136649951,6.659444648,7.938020453,5.771578901,7.999360579,8.590064856
7.38950388,7.186652297,6.886728731,7.831490013,8.360589313,6.061221896,6.703192027,5.059622183
6.035742304,8.799429549,6.736300555,7.691183192,6.066335385,5.774835766,9.563060471,6.981294714
7.727210506,5.340412367,7.228413753,8.874104996,8.272834729,7.647712714,8.817398469,6.665480632
7.859663571,7.730734403,5.765606574,6.331408703,8.491548632,6.968848025,7.271245085,7.690936269
5.739587,5.005728689,6.862698267,5.235097382,5.182356232,6.314529805,7.858700063,5.501203746
6.819761065,7.42610914,7.184519374,7.734739215,5.71612538,7.393667506,9.901890275,6.704631108
8.396385737,5.456143358,5.406168275,8.675508583,6.877484418,6.827422601,7.241678564,7.544506917
7.785964919,6.438140085,6.947257009,6.229592828,8.435360657,8.584713111,7.854356558,5.712454309
5.106262075,8.175070008,6.135321763,7.752287225,5.218800284,7.050002268,6.123383995,8.135093545
6.781588887,5.126476969,8.138555495,6.246894425,7.920338886,5.925340319,6.458309193,5.023855831
6.502439713,6.525249033,6.725879612,8.285096107,6.546431156,7.172551896,6.759436648,6.805859938
8.107430273,6.567763497,7.470340828,5.357831681,5.679975843,5.103835687,7.386951652,8.514712843
6.124039152,7.072980973,6.756964804,7.624600952,7.759814802,6.562723593,7.906196781,5.933402674
5.353811309,6.91503815,5.02374419,6.290823659,6.390337603,5.379551159,8.835615885,6.08472363
6.220176752,7.72448977,7.548984943,8.892645916,5.610377869,7.275527391,9.592416692,7.155173018
8.49972011,6.98171778,5.479398178,7.123983698,8.364887447,7.414290427,7.715517538,5.193211452
5.485347964,7.456530486,7.036679616,6.816139528,7.06737003,6.716539756,6.19870794,6.182652923
8.334651325,7.9282024,5.310742454,7.099167719,8.650628933,7.070133961,9.017889808,6.38509046
6.910714024,5.69671418,6.821233499,6.1437098,7.37963628,6.063222697,6.79010524,8.219077525
5.154163262,6.230413821,6.392558746,8.828478443,5.260397327,6.981596578,7.230513089,8.287887982
6.592279187,8.87276795,6.171802408,5.430255183,7.074263762,8.93476418,9.644277031,8.993455097
6.116653056,7.658929334,8.681155103,7.030741123,8.066665903,7.161635312,6.444457665,7.764411957
8.009745013,7.578601123,5.747237963,6.70226156,7.626347664,7.614451656,9.166935402,7.77287647
5.911080118,6.040926084,5.424263539,8.243811521,7.542041176,8.589571428,6.108671967,8.885418407
5.322421621,5.815945635,5.065610255,8.673309008,8.471692574,5.379039977,8.338460736,8.781573383
6.121778829,5.356034205,7.053748303,8.065388169,7.819544428,7.986831923,8.798147511,6.871087898
5.259091159,6.455587923,8.14001308,6.637552636,8.779363488,6.48810989,8.325476012,6.595581897
5.711667149,8.59229121,7.317472538,7.595148534,7.279968069,7.719736434,7.762406781,6.820876805
8.419294317,5.779139922,8.387452177,7.912265894,5.720522508,6.743694112,9.463942937,5.294756143
7.667997342,8.889931448,7.64743585,7.903014221,6.091892246,7.838788227,8.141572347,5.437542855
6.122067191,5.774333004,8.105627056,7.253839755,5.187852274,5.254844051,7.677422752,8.831893993
6.440411495,5.49873244,5.391404372,7.875742173,6.267783927,6.872985055,8.310984483,6.288470932
5.15914509,5.508804608,6.720173929,7.233793138,5.645179439,6.504528003,9.297523777,7.415429719
7.325093363,5.71710346,7.978158493,7.277056825,7.83056794,8.027698949,9.142155825,5.121248858
5.82632051,5.717074616,8.262557688,6.387241773,5.1785007,7.009402103,7.429755207,5.261251609
7.085900055,5.943341343,5.521478455,5.994733104,5.556339135,8.691953805,6.788066947,8.008096765
5.015554831,7.113037783,5.067099633,5.591025293,7.431899785,6.432528821,7.031302298,6.74834528
6.776619398,8.889465635,8.273737912,6.621877512,6.18344289,5.300023854,8.617979267,6.127041716
5.54868421,6.842350714,8.411515296,8.901838041,5.62614686,6.912432752,7.258796379,8.7257425
6.440423775,6.446110443,6.98118102,6.851693197,5.619220016,7.882088515,8.363324883,7.447292764
5.842045798,6.531408141,8.702682459,5.751311683,6.759894582,5.997685982,6.273740577,6.443094616
5.035022922,8.958319437,8.174477086,5.433508833,8.157634204,6.97227238,9.511681437,5.103060647
8.752180463,8.758132019,6.133377676,7.767534421,7.013193642,5.547039335,6.639395202,6.584389889
6.759497567,6.97303599,7.600447789,8.949301872,5.971841436,7.510184961,9.140439893,5.292249978
8.963770798,8.64407734,5.827250674,7.30337528,7.998241513,5.709621295,9.401746726,5.676502397
6.95893968,8.425861696,7.209158724,8.072494017,8.488605294,5.071632454,9.721622716,6.958298054
6.377521263,6.520995525,7.814409128,6.316249913,5.020610292,6.806870075,9.450359819,6.959791416
8.045797479,5.061710711,8.428060867,8.364973537,6.156816144,6.62883394,7.905735124,7.493339569
7.139902229,6.602441851,5.809031561,7.865483557,6.821769632,6.553442998,9.359555702,7.310759553
7.843270352,8.101395118,6.523793498,5.911226041,7.797048652,8.200944327,9.943481315,8.883517661
8.141867092,7.350452296,6.156358496,8.829386194,5.005666089,6.748704758,7.859511262,8.226410465
8.545471783,7.626740792,7.610216424,7.301312749,6.285608082,6.647700177,7.304624767,6.789531843
6.787511778,6.514962842,7.956871086,8.002626039,8.836745518,5.451811257,8.635143983,6.534997524
8.500177808,8.398400285,7.307118113,5.438996448,8.714972521,6.03245205,6.199407013,6.931531892
5.174769658,5.495573552,5.162247541,6.013541953,5.697049063,6.835811542,6.754065267,6.195658
7.363553517,5.789759183,6.952996075,7.469751778,6.926165842,6.478650898,9.334892458,8.340528363
5.193729856,6.443457044,6.279471644,5.204126719,6.458561699,5.604695962,9.944497225,8.953450786
5.130571962,5.761723321,6.435495993,8.658712081,5.975616644,6.122615453,6.411278357,5.623842345
7.78686395,5.883681987,7.551106997,8.592934689,7.66064933,5.906668685,9.211512262,6.812122474
8.271920551,6.275191407,5.960321218,7.941125703,6.37005635,7.424287866,9.418785589,6.770376593
5.691849938,5.536388175,8.586699829,5.414970479,5.216462976,5.982511595,9.874627581,5.540983534
7.666058048,5.276684818,6.868329552,7.631629606,5.405703554,7.139097211,7.748848106,8.621730062
6.273134251,6.264064328,7.052451268,8.128853515,6.416714115,6.81877359,9.451734222,8.980298874
6.8821015,7.963182426,7.053828253,7.782352543,7.784185686,6.107104647,6.869664696,5.270123425
8.701282675,7.345884797,7.705167438,6.160354718,5.348714399,5.148866499,6.63826761,6.068460955
5.847055079,5.76569506,6.247644985,5.311636188,7.553065808,8.194221383,6.138503273,6.354402718
7.143196322,6.284894883,8.074697303,7.749024564,7.213182134,6.216913944,6.236910146,7.644493176
7.2281541,5.770485162,8.297366162,5.59321508,5.55885239,6.195144644,6.208278334,7.06730924
8.795458457,7.722847737,7.867777897,7.135022075,6.420338671,8.097099025,8.255194293,8.280821205
6.704708842,5.250639727,7.361090284,5.97403943,8.386795911,8.330966045,8.64509959,6.707044433
7.467673415,7.368956963,7.143114038,6.832180211,6.716215721,8.43222192,9.905596694,7.899815547
6.426666444,6.352104781,6.797116749,6.183425938,6.25694626,7.087301287,6.892799144,7.837469651
5.512788605,5.463207914,6.96004667,6.587838865,5.853949297,7.605558197,7.140239035,8.238856438
7.869264491,8.843732732,5.044755771,7.566831576,8.375899375,6.239272333,6.604154209,7.930443723
7.407589929,7.173439507,7.325579165,6.38116175,5.698222218,8.035772496,9.702124622,8.551269857
5.46760749,7.391361187,6.38519426,5.626025156,5.174811131,6.531939458,6.222764764,7.412280801
5.760040016,7.16628512,7.910719374,7.737953424,5.40784705,5.79681028,9.955900315,5.64276546
8.285710236,7.580215909,8.800053366,8.040189068,7.329751861,6.271355249,7.878842603,8.413010587
5.779291738,6.294202032,7.489121423,7.241163553,6.395971446,7.928003675,7.845711012,7.785408666
7.964919986,6.764672816,8.869046854,5.231773969,5.614382229,8.035828268,6.074952619,8.720724249
7.992310044,7.597136797,5.641477049,7.349638919,8.850041796,5.531743044,7.015423992,8.880823499
7.564838881,7.521267814,7.965951442,5.006121844,5.965410767,5.209193675,8.956300048,6.216588676
8.30081443,8.078693844,8.812931475,6.596878012,5.385442871,5.20266434,8.393372551,8.027525953
7.712267375,8.230358995,6.552919648,6.920382772,6.601978306,6.804356833,7.942003196,6.578317733
6.396061355,5.929185827,8.354216551,7.199489048,6.194366523,6.644149403,8.016255158,7.557593973
8.20675146,8.09934352,8.588587456,6.491584926,7.398631915,6.599966281,9.885910497,8.409100151
5.780951951,5.989646195,6.376102098,5.215471088,6.390849671,7.550194219,7.945021714,5.054171358
5.62156071,6.883889621,6.219086622,8.209663616,8.135904473,6.19042435,9.337268071,7.526545549
7.944857993,6.1145151,5.530992437,7.162291558,7.574378508,5.145973052,7.31101731,5.512008101
6.980345588,5.352598762,8.097764849,8.061038727,5.67435095,6.823377995,9.275020894,5.497257847
8.94387842,7.939207449,8.521228764,8.7555232,6.242157977,8.249057018,7.833466402,6.256356457
6.984773552,8.971609884,7.988673309,7.903878326,5.319979068,5.502034991,8.263060616,7.620877283
8.293541358,5.406489055,5.850892568,6.565664299,8.41657301,6.591995711,9.731483222,6.129080088
8.438198799,7.072780891,8.753428204,8.371840081,7.98825744,8.659040995,6.585045208,6.798782286
6.388280807,8.997872704,6.052765588,6.343910161,7.945432872,8.334697089,6.329124852,8.232232714
8.294216266,6.037517169,5.767460682,6.014800993,6.45322995,7.835351113,8.306856267,7.732115609
8.447616455,7.750089581,7.453573046,7.897673689,5.973088503,5.873208804,7.618211558,7.194277708
5.712226741,6.80177008,6.0131617,8.675212254,7.102661432,8.175483477,8.159138799,7.000780048
7.928031393,5.638042976,7.001114822,7.359746542,5.578152566,7.562461722,6.852655633,6.776664308
6.042514094,7.713022872,5.836730956,5.197849284,5.697569311,7.078940975,7.474750944,6.501876461
7.680256387,7.595903855,8.254197889,6.287951495,5.351141068,8.602641588,9.159438236,5.410524407
8.876756628,8.931434372,7.475789821,8.143539685,5.952461803,7.674112615,6.650089858,7.444528677
7.085622306,5.823956756,6.145817656,8.754507166,8.399427664,7.743085187,6.975844072,8.354634617
7.004328765,5.81028245,6.742295187,8.990063665,8.589425564,7.150636875,6.245794865,6.219699643
5.105641613,6.906091193,7.603834708,5.299640213,5.517098068,7.027133199,9.882223199,7.283146457
6.418516379,7.421888502,8.448479591,8.551104289,6.211353232,5.732134578,6.994957881,8.703276092
8.511859416,5.930076283,8.393156612,7.428171471,8.216856955,8.94129383,6.149566671,7.119927914
8.504594952,6.312070154,6.686817495,5.658092308,5.3880711,6.287805306,6.861469274,6.964521072
5.489444646,8.657647146,5.1344316,6.630588444,8.351478245,8.747236955,9.302096176,5.44557777
7.57875689,6.078380931,8.857290649,8.358449709,5.230444969,8.885207888,8.256778611,5.914957252
8.521662038,8.091903835,7.764239282,6.136492558,5.474573788,7.705879049,6.056916207,6.215488623
5.784221779,8.505703147,8.864195433,7.041255848,6.992701543,5.12148883,9.95633054,5.553929619
7.890049819,5.46412304,6.106966492,5.545765417,6.872829303,7.003376599,6.523914841,8.243962483
7.799310111,8.860558612,7.574915275,6.826758868,5.890866035,7.882286825,8.038564927,7.658145363
7.022932083,5.2308595,5.425974185,7.942895161,7.903934473,5.084675952,6.058935385,8.945893994
6.037803579,8.784686969,6.670254744,8.698797693,5.665086577,5.666012037,8.956811018,7.276596772
5.605567271,8.674315307,8.516003813,7.865718998,5.084214904,8.583756838,9.837949451,7.034833069
5.792989367,8.528151669,5.899267479,6.882943998,8.749324513,8.802789545,7.45382643,6.888294729
5.623552748,8.810530894,7.862270536,5.428616919,7.413095156,8.177813135,7.803390895,8.470526013
7.828511344,6.169176919,8.024657632,5.964881889,8.156251858,5.137303002,8.430773643,7.64598943
5.640842405,6.881938263,7.340255681,6.757595223,6.03160537,6.745755448,7.663448013,8.254226972
5.246941883,6.863130577,6.46630929,7.067768448,7.084787534,8.831944822,7.477461282,8.882692679
8.744928753,5.374409572,7.191045496,8.578428056,8.791074931,5.406689339,7.566231848,6.620833228
7.716909527,6.267381708,7.842581354,5.661793533,7.672999006,5.031258959,7.342867335,5.325944922
8.549842601,8.587612626,6.252252204,8.764920076,8.841394464,5.698015031,6.12457122,5.329849675
6.502885236,7.720726037,8.758611267,6.992864268,5.459627113,6.767113595,8.781503973,5.234622861
6.569719718,7.83743017,8.964869379,5.714026724,5.192020388,7.047402521,9.104729316,6.359909486
5.523395457,6.688357186,6.945602041,6.775749071,6.043084431,6.870117959,9.397598406,8.059370564
6.826689324,7.840760333,7.782351485,6.792266812,8.5041333,8.654711363,7.81117271,5.441351786
5.423624985,7.989500135,7.780857574,6.965921637,8.793432004,5.475026964,8.643104723,7.237318872
7.767142612,6.506960603,5.419048527,8.197474567,6.458273646,8.702214197,9.103020559,6.744196549
7.568048077,5.339515488,8.293814163,5.500315286,7.011278525,7.490017848,8.593855998,5.84073867
6.934933769,8.398824139,6.604687725,5.712933324,6.663243248,5.841610567,8.987139758,8.659879547
7.86427382,6.756801817,6.701382416,6.748180186,8.45381056,5.117637639,7.540674388,6.474627637
7.352746173,7.824355203,5.945077302,5.475005813,6.698111849,5.476920655,8.054680985,7.643870368
7.510213078,8.571961027,8.15675912,8.172817551,7.497973504,7.391498836,7.181635957,6.487867709
8.840447847,5.687335192,7.701220815,6.284398526,7.566976319,7.530142645,7.110859415,6.096654152
5.575965138,8.109550997,7.612075572,5.167166876,8.997604441,6.335957489,6.252515596,6.830461803
7.757586183,6.045849465,6.075155699,8.721393348,5.880364841,5.219913241,6.123288547,8.991926147
8.043216295,5.311505268,6.155773847,5.375561602,7.336939744,6.630751382,9.435251348,6.176169436
6.628657658,7.220907258,7.991763145,6.942873248,6.144424272,6.819960803,9.68148058,8.131404405
7.352797754,5.916571731,8.790828039,5.788314396,5.140076276,8.20431514,7.711969984,5.202334467
6.98801602,5.087056455,7.007645735,7.664231232,5.434727999,7.163914767,9.247590452,6.669820362
6.056440778,5.04441473,8.124797214,6.366006421,6.261390255,6.44252043,6.947142398,5.261754404
8.732429767,5.466942156,8.796664307,5.698148528,7.623131509,6.620543944,6.544369208,7.943802574
7.713272515,7.299431218,8.980893285,7.831482702,8.388171349,8.412035776,7.619551655,5.49797905
5.687277047,8.943287623,8.854981718,6.306478036,8.482561568,5.539641641,9.689565461,7.035660361
6.314372072,7.905095706,6.395122685,8.425504074,7.242154857,6.760803371,9.74291693,5.568408513
6.877883394,7.331470988,5.460129204,7.450157086,8.743754943,6.996707697,6.191664137,7.092626622
6.659890788,7.100362644,7.843917898,7.051953037,6.826564827,7.199261768,6.983836683,8.767771295
8.232897786,6.579023408,5.175481515,6.835982918,7.5780264,6.321597056,9.467106946,6.194364904
7.651015518,5.410537507,6.257597707,5.853028849,8.425926253,7.318518951,7.798991891,7.09376504
5.593702665,5.221228888,5.0306091,6.901501801,5.707478521,8.860801691,9.796702733,7.325335783
6.682805626,6.729602912,5.111049485,6.209170171,6.604762574,7.953631206,9.619865407,6.585469583
5.276783418,8.60147418,7.256858845,5.681863748,5.168369535,7.468560115,7.535296842,8.222137659
8.390322597,6.851140829,7.047853454,7.604704552,6.565269422,6.030681382,6.890624969,6.482731143
6.705783048,5.34106652,7.561826974,7.897203415,5.943971332,5.236489452,9.545924729,6.392335727
8.221628096,5.030165629,6.806351568,6.19826739,6.017901243,8.30547471,6.716969035,7.355736658
8.649673533,5.319487422,8.633194813,8.278230538,6.654543611,5.672335239,7.6092889,8.724391593
5.218672323,5.873045486,8.400268544,5.41997535,7.895094897,5.930852589,6.070020944,6.530490433
6.750512947,8.264175684,5.327821466,8.498035323,7.79006711,6.010866584,6.887873544,7.394620229
8.770189696,7.928696287,8.569132065,8.200540064,6.591567823,5.783603374,7.123164444,7.766833551
8.545695729,8.736558418,8.634268615,5.080316581,6.354851397,5.614166719,8.671294878,7.746248455
6.104231711,5.769141831,5.118593717,8.821495908,5.617495286,8.328746335,6.395683682,6.883395334
6.998485789,6.571510514,5.376606798,5.828354114,6.046966127,7.172987699,6.853549156,6.190695727
5.968011015,5.578129018,5.769549304,5.507757171,8.008385945,5.09412708,6.728248886,5.7641462
7.098987843,6.188518407,5.561200094,6.137754559,6.122056897,7.040435244,6.954827183,8.281652543
5.946749157,8.784016879,6.644518112,8.216948332,8.418315268,8.983109299,9.479833529,7.43137655
8.444902358,5.208448365,5.518846987,6.191497163,8.264353464,7.999587605,7.464484939,5.659374936
7.541159036,5.136860343,5.355154448,7.239898536,7.669272791,5.103725445,7.063883654,6.33047713
8.026833657,8.091029203,8.511177863,6.948433096,7.664116325,6.475231175,8.281456522,8.906371389
6.029586332,8.855328366,7.968292906,8.409087319,6.707462586,6.536022694,9.81499326,8.476576895
7.891471999,8.211852621,5.521545257,5.752125582,7.057637119,6.719402147,9.406324026,7.936768445
8.432761358,6.055735625,7.242416615,8.140106108,8.577706224,8.311780546,7.956460436,6.636896022
7.964591429,7.664080074,5.263414041,5.6632425,8.508391992,6.699178654,9.178304311,7.217612781
7.670729357,6.620094834,8.480156409,5.419230055,5.590465268,8.662415217,6.244044427,7.784628987
6.95085879,7.228722466,6.945630397,8.059354139,6.735703395,8.829908371,9.764734083,7.026879262
5.238302208,5.746615524,6.199571865,6.592888497,5.7773992,6.555131772,9.2154869,8.857959198
5.527720643,7.022640975,7.281671494,8.048127365,5.938827141,6.060915668,8.85158404,6.011401937
6.838324179,5.56469283,7.234699972,6.291881149,7.597040364,8.992955907,6.381418486,6.510078571
6.13342126,7.700530968,5.486600228,8.844549889,7.965824265,5.25166272,6.061563966,8.06606607
7.98737273,7.739877518,7.213028438,6.253764873,8.388237948,6.17409482,6.075969646,7.737450849
7.957709197,5.167667138,5.95713473,6.025111906,7.717872314,5.705757728,8.907548831,5.761641835
6.128118845,8.167246883,7.386394733,5.250841943,8.848078208,7.978307113,6.04515802,5.825047209
8.556146972,7.793810955,8.336835619,7.39402248,6.573696941,5.566196968,7.338698136,8.679788953
8.628006387,7.30729024,8.930498809,6.065642923,7.013803078,7.361197579,8.795296814,8.136527385
5.617218493,5.877589626,6.6636548,7.675821085,5.402354018,5.458700066,8.138345915,7.252546107
5.183852011,6.700261676,5.705646088,6.800352769,7.253540034,5.342349317,6.320671167,8.557964213
6.357246007,5.718103958,6.289538858,5.156303092,5.160784597,5.943228372,7.216642713,6.020876164
8.03244723,7.685914617,6.822784452,8.214591742,5.204222294,6.299691258,8.734816659,7.348541188
5.196080386,6.086309529,6.533161385,6.567933405,5.986006095,5.694441242,9.874742282,8.857874152
7.030017377,8.310878307,6.30844776,5.93961333,8.787811524,6.908719527,7.148481505,5.644806075
5.76330127,6.262565511,5.697378073,6.520923778,6.625422094,6.845236892,9.859317141,5.218920743
5.729139756,7.81500571,8.256775388,5.135771223,5.998772619,7.292039723,8.30702423,6.746426647
6.8571582,5.635265136,8.20560929,6.387349279,6.663181822,8.516136327,6.088449432,6.336979823
8.536766292,8.556731127,8.85405597,7.022914287,8.341569329,7.852317677,6.992545722,8.342260913
6.397437535,8.704309405,7.578398121,8.913855078,5.978999012,5.501054217,7.829763629,7.349348679
6.321535457,6.473121071,8.656441144,6.210465619,5.227207535,8.712901081,8.884554703,8.204368912
6.947242919,7.934748812,5.003567089,8.558636783,8.351102528,8.562186095,7.139046232,5.229205406
6.211051439,5.679513419,6.368653001,5.639823693,5.834344899,7.990262006,7.602913172,5.26147683
6.143064399,8.017704859,5.961137327,7.945930439,7.226950783,6.909534423,7.583236529,8.275283014
5.605976835,6.332337761,6.024541927,5.995011563,5.916534559,5.442942271,9.953794295,5.421066708
5.133373195,5.753205904,5.250207697,7.433533665,7.688868095,6.047868921,7.605528065,6.104475995
5.571606194,6.9484737,6.340162468,5.693557824,8.36507495,6.402498564,6.051203185,8.130988054
8.41571209,5.24272632,7.032861683,8.100351054,7.543010402,8.986262024,8.208969152,7.831663151
8.00555326,7.406669031,7.46623166,5.602579273,5.298711697,5.778324036,6.077888532,6.212707064
8.653241076,5.880556757,7.119211457,8.310269199,5.513815457,6.116859078,6.417674199,8.91887906
7.203062782,5.50441684,6.80567165,6.551857357,5.714000651,7.676738822,9.940261796,5.905623423
5.29834703,8.832784863,5.377938021,8.691132051,8.724850999,5.550128399,7.891532153,6.33018082
7.372559982,7.494254491,5.847277665,5.181911554,8.510624066,5.187572333,9.397150232,8.944672563
6.245315852,5.925650889,5.239762207,6.274894939,6.424301535,8.063027506,6.493063534,6.255902101
8.005166265,5.205711322,6.852398269,5.465924173,5.54578856,6.634358194,8.145031581,8.843677346
8.913855691,7.551986033,5.676925855,5.073905282,7.723069275,8.932208677,9.012128825,6.233612281
7.780285836,7.48029985,7.21715976,7.66968951,5.80734676,8.966897551,9.037634127,7.196501366
5.177646524,6.213644934,7.80127721,7.975226588,5.233001447,7.712102931,6.717525418,7.330774679
7.081274097,8.059885897,5.571387407,5.53880756,7.565980009,8.818549833,6.31217725,7.859522645
7.112354821,7.023663531,7.284033334,6.237979934,7.048938318,6.350023252,7.725243305,7.666007587
5.904188129,6.18896421,6.017280578,7.354916516,6.669143754,5.775974596,8.000629942,8.87620771
6.50901231,6.72768749,8.281058374,8.216550697,8.400424235,5.527787369,9.268915611,7.843258953
